latitude,longitude,date,age,gender,time_of_the_day,severity,formatted_date,week_number
40.81971866,-73.9423895,2/22/2018,young_adult,male,morning,17,2/22/2018,8
40.655244,-73.95978043,2/22/2018,middle_age,male,morning,18,2/22/2018,8
40.83154344,-73.86208178,2/22/2018,adult,male,morning,9,2/22/2018,8
40.72281081,-74.00013493,2/22/2018,adult,male,morning,7,2/22/2018,8
40.69243547,-73.95197616,2/22/2018,adult,male,morning,8,2/22/2018,8
40.53947406,-74.14959401,2/22/2018,young_adult,male,morning,9,2/22/2018,8
40.67126937,-73.94341534,2/22/2018,middle_age,female,morning,17,2/22/2018,8
40.63697274,-74.13122444,2/22/2018,middle_age,male,morning,21,2/22/2018,8
40.82741045,-73.95066466,2/22/2018,adult,male,morning,20,2/22/2018,8
40.75564868,-73.99095252,2/22/2018,middle_age,male,morning,8,2/22/2018,8
40.61370875,-74.16273044,2/22/2018,middle_age,male,morning,17,2/22/2018,8
40.65652514,-73.92130586,2/22/2018,middle_age,female,morning,8,2/22/2018,8
40.80837414,-73.94688582,2/22/2018,any,diverse,morning,23,2/22/2018,8
40.81115621,-73.9098232,2/22/2018,young_adult,female,morning,23,2/22/2018,8
40.83939818,-73.91551674,2/22/2018,any,diverse,morning,20,2/22/2018,8
40.81133729,-73.91703348,2/22/2018,middle_age,male,morning,11,2/22/2018,8
40.85968624,-73.89157338,2/22/2018,adult,male,morning,22,2/22/2018,8
40.85760632,-73.88644708,2/22/2018,adult,male,night,9,2/22/2018,8
40.81932049,-73.91538326,2/22/2018,young_adult,female,night,8,2/22/2018,8
40.75626981,-73.96597109,2/22/2018,middle_age,male,night,18,2/22/2018,8
40.81353555,-73.88478822,2/22/2018,adult,female,night,9,2/22/2018,8
40.66331181,-73.98788682,2/22/2018,any,male,night,8,2/22/2018,8
40.57581652,-74.00658178,2/22/2018,old,male,night,8,2/22/2018,8
40.7128988,-73.94240968,2/22/2018,adult,male,night,9,2/22/2018,8
40.72637978,-73.97872217,2/22/2018,old,male,night,17,2/22/2018,8
40.63898418,-74.17125231,2/22/2018,middle_age,male,night,17,2/22/2018,8
40.70019263,-73.91859995,2/22/2018,adult,male,night,8,2/22/2018,8
40.73897814,-73.93472616,2/22/2018,adult,female,night,3,2/22/2018,8
40.68928981,-73.92168908,2/22/2018,adult,male,night,12,2/22/2018,8
40.68820466,-73.90576707,2/22/2018,adult,male,night,23,2/22/2018,8
40.61293054,-73.9824105,2/22/2018,middle_age,male,night,2,2/22/2018,8
40.77818578,-73.81842708,2/22/2018,adult,male,night,18,2/22/2018,8
40.67039953,-73.95662426,2/22/2018,adult,male,night,2,2/22/2018,8
40.67153884,-73.90632414,2/22/2018,any,enby,night,9,2/22/2018,8
40.68940548,-73.98111745,2/22/2018,adult,female,night,17,2/22/2018,8
40.75703431,-73.98623827,2/22/2018,any,enby,night,17,2/22/2018,8
40.84326186,-73.93540089,2/22/2018,middle_age,male,night,20,2/22/2018,8
40.85656958,-73.90227146,2/22/2018,young_adult,female,night,21,2/22/2018,8
40.83999,-73.88846126,2/22/2018,adult,male,night,9,2/22/2018,8
40.71256428,-73.99112069,2/22/2018,middle_age,female,night,18,2/22/2018,8
40.67620307,-73.95959835,2/22/2018,middle_age,female,night,8,2/22/2018,8
40.62415376,-73.93085064,2/22/2018,adult,female,night,17,2/22/2018,8
40.79617134,-73.93174463,2/22/2018,middle_age,male,night,2,2/22/2018,8
40.8310089,-73.89999272,2/22/2018,any,diverse,night,3,2/22/2018,8
40.73075688,-74.00076998,2/22/2018,young_adult,male,night,8,2/22/2018,8
40.57185868,-73.99787771,2/22/2018,any,enby,night,8,2/22/2018,8
40.75587667,-73.85540209,2/22/2018,adult,female,night,8,2/22/2018,8
40.83263208,-73.94146045,2/22/2018,any,diverse,night,8,2/22/2018,8
40.60434862,-73.97358601,2/22/2018,any,enby,night,9,2/22/2018,8
40.83811522,-73.93991247,2/22/2018,any,enby,night,8,2/22/2018,8
40.61378826,-74.0005129,2/22/2018,any,enby,night,8,2/22/2018,8
40.59596336,-73.77107818,2/22/2018,young_adult,male,night,8,2/22/2018,8
40.65295246,-74.01650735,2/22/2018,any,enby,night,16,2/22/2018,8
40.65295246,-74.01650735,2/22/2018,any,enby,night,8,2/22/2018,8
40.65547127,-73.84764755,2/22/2018,middle_age,male,night,18,2/22/2018,8
40.69166471,-73.78604272,2/23/2018,adult,male,afternoon,11,2/23/2018,8
40.85672752,-73.93090889,2/23/2018,adult,female,morning,9,2/23/2018,8
40.67695935,-74.00562917,2/23/2018,middle_age,male,evening,22,2/23/2018,8
40.84889369,-73.93485686,2/23/2018,old,female,evening,17,2/23/2018,8
40.81903174,-73.91842931,2/23/2018,adult,male,night,17,2/23/2018,8
40.81747423,-73.89636049,2/23/2018,adult,female,afternoon,20,2/23/2018,8
40.655244,-73.95978043,2/23/2018,any,diverse,afternoon,8,2/23/2018,8
40.83057893,-73.8523164,2/23/2018,middle_age,male,evening,8,2/23/2018,8
40.80404658,-73.93766761,2/23/2018,adult,female,afternoon,4,2/23/2018,8
40.71601412,-73.93233895,2/23/2018,any,diverse,afternoon,8,2/23/2018,8
40.64462987,-73.98084905,2/23/2018,old,male,afternoon,8,2/23/2018,8
40.88355976,-73.88060202,2/23/2018,adult,male,night,8,2/23/2018,8
40.75655453,-73.99214715,2/23/2018,adult,female,afternoon,17,2/23/2018,8
40.78472615,-73.94821189,2/23/2018,adult,male,afternoon,20,2/23/2018,8
40.67225505,-73.8934931,2/23/2018,adult,male,afternoon,9,2/23/2018,8
40.77237371,-73.83007196,2/23/2018,young_adult,female,morning,9,2/23/2018,8
40.72713821,-73.98419514,2/23/2018,adult,female,night,21,2/23/2018,8
40.71812798,-73.99198573,2/23/2018,young_adult,male,night,8,2/23/2018,8
40.84889369,-73.93485686,2/23/2018,adult,female,night,21,2/23/2018,8
40.84889369,-73.93485686,2/23/2018,adult,female,night,8,2/23/2018,8
40.73696803,-74.00737713,2/23/2018,adult,male,evening,21,2/23/2018,8
40.72410821,-73.88949942,2/23/2018,adult,male,evening,9,2/23/2018,8
40.86462794,-73.90886854,2/23/2018,any,diverse,afternoon,20,2/23/2018,8
40.82835254,-73.94042717,2/23/2018,adult,male,afternoon,9,2/23/2018,8
40.69107764,-73.95401811,2/23/2018,adult,male,afternoon,18,2/23/2018,8
40.66644494,-73.73080662,2/23/2018,any,female,morning,20,2/23/2018,8
40.83351301,-73.93128714,2/23/2018,adult,male,morning,9,2/23/2018,8
40.82578987,-73.92335314,2/23/2018,middle_age,female,afternoon,8,2/23/2018,8
40.65727484,-73.90052708,2/23/2018,adult,male,night,2,2/23/2018,8
40.82495312,-73.89583577,2/23/2018,middle_age,female,night,2,2/23/2018,8
40.63065322,-74.09938929,2/23/2018,adult,male,night,17,2/23/2018,8
40.61883577,-74.02586789,2/23/2018,middle_age,male,night,2,2/23/2018,8
40.8211717,-73.92104251,2/23/2018,any,enby,night,8,2/23/2018,8
40.79695571,-73.96825817,2/23/2018,any,enby,night,21,2/23/2018,8
40.90378169,-73.90639112,2/23/2018,adult,male,night,8,2/23/2018,8
40.82421904,-73.88863222,2/23/2018,any,enby,night,17,2/23/2018,8
40.83094384,-73.89779578,2/23/2018,adult,female,night,2,2/23/2018,8
40.72656289,-73.95643617,2/23/2018,adult,female,night,9,2/23/2018,8
40.78686518,-73.9502108,2/23/2018,any,diverse,night,8,2/23/2018,8
40.75497231,-73.9463545,2/23/2018,adult,female,night,8,2/23/2018,8
40.80024433,-73.95339009,2/23/2018,any,enby,night,17,2/23/2018,8
40.75598801,-73.96919089,2/23/2018,adult,male,night,2,2/23/2018,8
40.88296336,-73.89381735,2/23/2018,adult,female,night,20,2/23/2018,8
40.62728948,-74.03685526,2/23/2018,old,male,night,20,2/23/2018,8
40.72197896,-73.99333453,2/23/2018,adult,male,night,20,2/23/2018,8
40.64700293,-73.99759425,2/23/2018,any,enby,night,8,2/23/2018,8
40.68149565,-73.79683404,2/23/2018,adult,female,night,23,2/23/2018,8
40.68247899,-73.80037527,2/23/2018,young_adult,male,night,8,2/23/2018,8
40.68556197,-73.87217312,2/23/2018,adult,male,night,8,2/23/2018,8
40.62341752,-73.92979953,2/23/2018,middle_age,male,night,8,2/23/2018,8
40.59526599,-73.75501016,2/23/2018,old,male,night,20,2/23/2018,8
40.76801879,-73.95437655,2/23/2018,adult,male,evening,8,2/23/2018,8
40.57755619,-73.98711761,2/23/2018,middle_age,male,evening,8,2/23/2018,8
40.76100612,-73.87877498,2/23/2018,young_adult,male,evening,22,2/23/2018,8
40.78386245,-73.97595583,2/23/2018,adult,male,evening,8,2/23/2018,8
40.68410935,-73.88185333,2/23/2018,middle_age,male,evening,21,2/23/2018,8
40.82284373,-73.90364339,2/23/2018,middle_age,male,evening,8,2/23/2018,8
40.63448986,-73.97666178,2/23/2018,any,diverse,evening,22,2/23/2018,8
40.73485029,-73.75539544,2/23/2018,any,diverse,evening,20,2/23/2018,8
40.64441977,-73.99104327,2/23/2018,adult,male,evening,9,2/23/2018,8
40.85915117,-73.85215534,2/23/2018,old,male,afternoon,9,2/23/2018,8
40.64318078,-73.90423795,2/23/2018,middle_age,male,afternoon,17,2/23/2018,8
40.62644633,-73.98545463,2/23/2018,adult,male,afternoon,8,2/23/2018,8
40.85688601,-73.90320004,2/23/2018,adult,female,morning,2,2/23/2018,8
40.69180094,-73.79762482,2/23/2018,adult,male,morning,2,2/23/2018,8
40.71970875,-73.9894242,2/23/2018,any,male,night,12,2/23/2018,8
40.83700139,-73.92239339,2/23/2018,any,enby,night,9,2/23/2018,8
40.75191912,-73.86951209,2/23/2018,any,enby,night,8,2/23/2018,8
40.7416892,-74.00298585,2/23/2018,any,enby,night,17,2/23/2018,8
40.76714718,-73.80872074,2/23/2018,any,enby,night,3,2/23/2018,8
40.70679478,-73.94892165,2/23/2018,middle_age,male,night,2,2/23/2018,8
40.63379817,-73.95062043,2/23/2018,middle_age,female,night,11,2/23/2018,8
40.82522502,-73.91626822,2/23/2018,adult,female,night,18,2/23/2018,8
40.68773221,-73.93749148,2/23/2018,any,enby,night,18,2/23/2018,8
40.67681835,-73.94149987,2/23/2018,any,enby,night,9,2/23/2018,8
40.78713454,-73.94499968,2/23/2018,adult,male,night,21,2/23/2018,8
40.78456213,-73.94377405,2/23/2018,adult,female,night,2,2/23/2018,8
40.79450123,-73.94463605,2/23/2018,adult,male,night,2,2/23/2018,8
40.69643343,-73.77932336,2/23/2018,old,male,night,2,2/23/2018,8
40.71526526,-73.77786859,2/23/2018,middle_age,female,night,2,2/23/2018,8
40.8360011,-73.84498274,2/23/2018,any,enby,evening,18,2/23/2018,8
40.80376278,-73.95269772,2/23/2018,any,enby,evening,9,2/23/2018,8
40.84905069,-73.90092345,2/23/2018,any,enby,evening,3,2/23/2018,8
40.85902536,-73.90467188,2/23/2018,any,enby,evening,17,2/23/2018,8
40.67289872,-73.87572307,2/23/2018,young_adult,male,evening,9,2/23/2018,8
40.8733311,-73.84647223,2/23/2018,young_adult,female,evening,17,2/23/2018,8
40.85365994,-73.89570406,2/23/2018,any,enby,evening,2,2/23/2018,8
40.59311169,-73.97478228,2/23/2018,adult,female,evening,17,2/23/2018,8
40.60554423,-73.9601561,2/23/2018,adult,female,evening,2,2/23/2018,8
40.8065381,-73.9189106,2/23/2018,young_adult,female,evening,2,2/23/2018,8
40.85290843,-73.90934006,2/23/2018,any,enby,evening,12,2/23/2018,8
40.83272203,-73.9179283,2/23/2018,adult,female,evening,9,2/23/2018,8
40.75566751,-73.94804678,2/23/2018,any,enby,evening,22,2/23/2018,8
40.87048933,-73.8915196,2/23/2018,any,enby,evening,9,2/23/2018,8
40.74930869,-73.97495053,2/23/2018,any,enby,evening,8,2/23/2018,8
40.60177305,-74.0921224,2/23/2018,middle_age,female,evening,9,2/23/2018,8
40.74341841,-73.99799856,2/23/2018,old,male,evening,2,2/23/2018,8
40.81181176,-73.93832865,2/23/2018,middle_age,male,evening,23,2/23/2018,8
40.7546828,-73.96417802,2/23/2018,adult,male,evening,2,2/23/2018,8
40.85723897,-73.90517331,2/23/2018,adult,male,evening,8,2/23/2018,8
40.83507126,-73.93003877,2/23/2018,any,enby,evening,9,2/23/2018,8
40.83619424,-73.94611194,2/23/2018,adult,female,evening,18,2/23/2018,8
40.798964,-73.95031372,2/23/2018,any,enby,evening,17,2/23/2018,8
40.76468148,-73.87131733,2/23/2018,any,enby,evening,21,2/23/2018,8
40.68786432,-73.94939048,2/23/2018,adult,female,evening,20,2/23/2018,8
40.75564868,-73.99095252,2/23/2018,any,enby,evening,9,2/23/2018,8
40.70047376,-73.93810706,2/23/2018,adult,male,evening,8,2/23/2018,8
40.66834957,-73.90651606,2/23/2018,adult,female,evening,8,2/23/2018,8
40.88417411,-73.90036842,2/23/2018,adult,female,evening,8,2/23/2018,8
40.66371534,-73.8957271,2/23/2018,middle_age,female,evening,17,2/23/2018,8
40.63068604,-73.96731408,2/23/2018,adult,male,evening,9,2/23/2018,8
40.82780732,-73.84851404,2/23/2018,adult,female,afternoon,9,2/23/2018,8
40.72171153,-73.96023457,2/23/2018,any,enby,afternoon,2,2/23/2018,8
40.74228313,-73.88306375,2/23/2018,middle_age,male,afternoon,9,2/23/2018,8
40.74805577,-73.90109169,2/23/2018,adult,male,afternoon,8,2/23/2018,8
40.74805577,-73.90109169,2/23/2018,adult,female,afternoon,8,2/23/2018,8
40.75564868,-73.99095252,2/23/2018,any,enby,afternoon,18,2/23/2018,8
40.6554234,-73.91589388,2/23/2018,young_adult,male,afternoon,9,2/23/2018,8
40.8354773,-73.90321674,2/23/2018,any,diverse,afternoon,2,2/23/2018,8
40.8354773,-73.90321674,2/23/2018,any,diverse,afternoon,17,2/23/2018,8
40.6442741,-74.01119373,2/23/2018,adult,female,afternoon,17,2/23/2018,8
40.59955382,-73.94991115,2/23/2018,middle_age,male,afternoon,8,2/23/2018,8
40.71181759,-74.01029609,2/23/2018,any,enby,afternoon,9,2/23/2018,8
40.79536341,-73.9398391,2/23/2018,young_adult,female,afternoon,20,2/23/2018,8
40.81578663,-73.92527941,2/23/2018,adult,male,afternoon,8,2/23/2018,8
40.82603459,-73.89898125,2/23/2018,any,enby,afternoon,9,2/23/2018,8
40.64740471,-73.95212028,2/23/2018,middle_age,female,afternoon,23,2/23/2018,8
40.82810755,-73.91706677,2/23/2018,adult,male,afternoon,20,2/23/2018,8
40.71189558,-73.9582998,2/23/2018,any,diverse,afternoon,8,2/23/2018,8
40.70673139,-73.89875086,2/23/2018,any,male,afternoon,9,2/23/2018,8
40.84223795,-73.86771217,2/23/2018,adult,male,afternoon,9,2/23/2018,8
40.64601728,-73.94905827,2/23/2018,middle_age,male,afternoon,8,2/23/2018,8
40.85140742,-73.88508409,2/23/2018,any,diverse,afternoon,9,2/23/2018,8
40.65497537,-73.94709805,2/23/2018,old,female,afternoon,9,2/23/2018,8
40.678338,-73.92557761,2/23/2018,young_adult,female,afternoon,9,2/23/2018,8
40.8243546,-73.90858767,2/23/2018,any,enby,afternoon,23,2/23/2018,8
40.63098805,-74.03240434,2/23/2018,old,female,afternoon,9,2/23/2018,8
40.81705249,-73.90379268,2/23/2018,middle_age,female,afternoon,9,2/23/2018,8
40.80766516,-73.95120669,2/23/2018,adult,female,afternoon,20,2/23/2018,8
40.67171132,-73.99413263,2/23/2018,adult,male,afternoon,8,2/23/2018,8
40.84748916,-73.92274983,2/23/2018,middle_age,male,afternoon,21,2/23/2018,8
40.7441252,-73.91851019,2/23/2018,middle_age,female,afternoon,9,2/23/2018,8
40.81902561,-73.90671989,2/23/2018,adult,female,afternoon,9,2/23/2018,8
40.71005118,-73.9585282,2/23/2018,any,diverse,afternoon,23,2/23/2018,8
40.88110516,-73.83920001,2/23/2018,adult,male,morning,11,2/23/2018,8
40.70563912,-73.80828048,2/23/2018,adult,female,morning,2,2/23/2018,8
40.74131575,-73.92855661,2/23/2018,adult,male,morning,11,2/23/2018,8
40.83266397,-73.87726039,2/23/2018,old,male,morning,2,2/23/2018,8
40.69243378,-73.97171925,2/23/2018,middle_age,female,morning,8,2/23/2018,8
40.83158129,-73.92770807,2/23/2018,any,enby,morning,9,2/23/2018,8
40.79189277,-73.94848439,2/23/2018,middle_age,male,morning,17,2/23/2018,8
40.67805183,-73.9204188,2/23/2018,any,enby,morning,17,2/23/2018,8
40.69499588,-73.77826789,2/23/2018,middle_age,male,morning,23,2/23/2018,8
40.85036729,-73.91725589,2/23/2018,adult,male,morning,9,2/23/2018,8
40.75693884,-73.78650082,2/23/2018,adult,female,morning,18,2/23/2018,8
40.75942823,-73.97346676,2/23/2018,middle_age,male,morning,23,2/23/2018,8
40.79366812,-73.94168973,2/23/2018,middle_age,male,morning,22,2/23/2018,8
40.80860193,-73.9186191,2/23/2018,adult,female,morning,9,2/23/2018,8
40.75239468,-73.86773538,2/23/2018,adult,male,morning,23,2/23/2018,8
40.76672942,-73.91269199,2/23/2018,young_adult,male,morning,17,2/23/2018,8
40.86730778,-73.9033765,2/23/2018,old,female,night,17,2/23/2018,8
40.73677705,-73.8653812,2/23/2018,middle_age,male,night,2,2/23/2018,8
40.63202015,-74.02013737,2/23/2018,middle_age,female,night,8,2/23/2018,8
40.69329448,-73.96736272,2/23/2018,young_adult,female,night,20,2/23/2018,8
40.62003813,-74.00233562,2/23/2018,middle_age,male,night,9,2/23/2018,8
40.88170569,-73.86210791,2/23/2018,any,enby,night,17,2/23/2018,8
40.85666996,-73.89774178,2/23/2018,young_adult,female,night,17,2/23/2018,8
40.7502867,-73.73907575,2/23/2018,adult,male,night,18,2/23/2018,8
40.82849393,-73.90554671,2/23/2018,adult,female,night,8,2/23/2018,8
40.76068254,-73.99099876,2/23/2018,adult,male,night,3,2/23/2018,8
40.76561769,-73.96362342,2/23/2018,young_adult,female,night,2,2/23/2018,8
40.59601181,-73.74211638,2/23/2018,adult,male,night,2,2/23/2018,8
40.68812858,-73.8561079,2/23/2018,any,male,night,8,2/23/2018,8
40.82186241,-73.94264055,2/23/2018,any,enby,night,8,2/23/2018,8
40.83564782,-73.88561001,2/23/2018,any,enby,night,8,2/23/2018,8
40.81486329,-73.90849594,2/23/2018,any,enby,night,20,2/23/2018,8
40.67873181,-73.98641306,2/23/2018,adult,female,night,21,2/23/2018,8
40.71899236,-73.98935217,2/23/2018,any,diverse,night,8,2/23/2018,8
40.71970875,-73.9894242,2/23/2018,any,enby,night,9,2/23/2018,8
40.82346295,-73.94338348,2/23/2018,middle_age,male,night,2,2/23/2018,8
40.6798152,-73.89166753,2/23/2018,adult,male,night,17,2/23/2018,8
40.86125589,-73.89418099,2/23/2018,adult,male,night,21,2/23/2018,8
40.63966849,-74.09777768,2/23/2018,adult,male,night,8,2/23/2018,8
40.84616538,-73.83170511,2/23/2018,any,enby,night,21,2/23/2018,8
40.74752179,-73.99687603,2/23/2018,adult,male,night,9,2/23/2018,8
40.62532,-73.91787352,2/23/2018,middle_age,female,night,9,2/23/2018,8
40.71222901,-73.98683548,2/23/2018,old,male,night,21,2/23/2018,8
40.68211478,-73.8156925,2/23/2018,middle_age,male,night,21,2/23/2018,8
40.58297073,-74.15806177,2/24/2018,adult,female,morning,20,2/24/2018,8
40.76565054,-73.83106743,2/24/2018,middle_age,female,morning,11,2/24/2018,8
40.57357814,-74.08901663,2/24/2018,middle_age,male,morning,22,2/24/2018,8
40.57357814,-74.08901663,2/24/2018,adult,male,morning,21,2/24/2018,8
40.74661324,-73.99568151,2/24/2018,adult,male,night,20,2/24/2018,8
40.84745036,-73.82828981,2/24/2018,middle_age,female,morning,22,2/24/2018,8
40.61135337,-74.00778464,2/24/2018,adult,female,evening,9,2/24/2018,8
40.61504623,-74.03264873,2/24/2018,adult,male,night,9,2/24/2018,8
40.87918511,-73.90461043,2/24/2018,middle_age,male,night,9,2/24/2018,8
40.81594676,-73.90762017,2/24/2018,any,diverse,evening,9,2/24/2018,8
40.78592511,-73.8482085,2/24/2018,middle_age,female,evening,21,2/24/2018,8
40.6464485,-73.99817444,2/24/2018,middle_age,female,afternoon,20,2/24/2018,8
40.70174365,-73.81459233,2/24/2018,adult,male,afternoon,8,2/24/2018,8
40.80967347,-73.92019279,2/24/2018,middle_age,male,afternoon,11,2/24/2018,8
40.7018963,-73.9298323,2/24/2018,adult,male,night,8,2/24/2018,8
40.60770123,-73.95192546,2/24/2018,adult,male,night,8,2/24/2018,8
40.83537708,-73.84838478,2/24/2018,any,diverse,night,8,2/24/2018,8
40.62471505,-74.12830762,2/24/2018,adult,female,night,21,2/24/2018,8
40.66346009,-73.96263022,2/24/2018,middle_age,male,night,17,2/24/2018,8
40.67697711,-73.91086627,2/24/2018,any,diverse,night,20,2/24/2018,8
40.59621398,-73.7647002,2/24/2018,middle_age,female,night,20,2/24/2018,8
40.68612885,-73.97095391,2/24/2018,adult,male,evening,18,2/24/2018,8
40.65641151,-73.91220925,2/24/2018,adult,female,evening,23,2/24/2018,8
40.78348155,-73.97910474,2/24/2018,any,diverse,afternoon,17,2/24/2018,8
40.73086051,-73.98749569,2/24/2018,adult,female,afternoon,18,2/24/2018,8
40.85463338,-73.91839288,2/24/2018,old,male,morning,22,2/24/2018,8
40.70763392,-73.79515293,2/24/2018,young_adult,male,night,2,2/24/2018,8
40.72810191,-73.98648598,2/24/2018,adult,male,night,17,2/24/2018,8
40.79695571,-73.96825817,2/24/2018,adult,male,night,7,2/24/2018,8
40.75276477,-73.85812666,2/24/2018,adult,male,night,8,2/24/2018,8
40.55242248,-74.18120698,2/24/2018,any,enby,night,17,2/24/2018,8
40.61163866,-74.00988445,2/24/2018,adult,male,night,12,2/24/2018,8
40.68184544,-73.7643584,2/24/2018,any,enby,night,3,2/24/2018,8
40.75252518,-73.86198912,2/24/2018,adult,male,night,8,2/24/2018,8
40.74861699,-74.0004201,2/24/2018,middle_age,male,night,18,2/24/2018,8
40.85345024,-73.89153655,2/24/2018,any,enby,night,8,2/24/2018,8
40.60728092,-73.958005,2/24/2018,any,enby,night,12,2/24/2018,8
40.72729209,-73.98551922,2/24/2018,any,diverse,night,23,2/24/2018,8
40.70467378,-73.94450867,2/24/2018,adult,male,night,8,2/24/2018,8
40.61060908,-73.92356057,2/24/2018,any,diverse,night,17,2/24/2018,8
40.78055368,-73.91884475,2/24/2018,any,enby,night,21,2/24/2018,8
40.62556333,-74.07550839,2/24/2018,teen,male,night,8,2/24/2018,8
40.58476084,-73.98350519,2/24/2018,adult,female,night,8,2/24/2018,8
40.62556333,-74.07550839,2/24/2018,teen,male,night,8,2/24/2018,8
40.58098057,-73.96746081,2/24/2018,middle_age,male,night,8,2/24/2018,8
40.67374001,-73.95686362,2/24/2018,adult,female,night,9,2/24/2018,8
40.87861805,-73.86689848,2/24/2018,middle_age,male,evening,8,2/24/2018,8
40.67792564,-74.00122002,2/24/2018,adult,male,evening,8,2/24/2018,8
40.66125083,-73.99174026,2/24/2018,adult,female,evening,8,2/24/2018,8
40.64044007,-73.92446324,2/24/2018,middle_age,female,evening,22,2/24/2018,8
40.80465252,-73.95379879,2/24/2018,adult,female,evening,8,2/24/2018,8
40.68127776,-73.95849201,2/24/2018,middle_age,male,evening,9,2/24/2018,8
40.83404969,-73.89959064,2/24/2018,any,diverse,evening,9,2/24/2018,8
40.7529538,-73.82952235,2/24/2018,middle_age,male,evening,20,2/24/2018,8
40.8503304,-73.84436016,2/24/2018,adult,female,afternoon,8,2/24/2018,8
40.68587213,-73.93413272,2/24/2018,middle_age,female,afternoon,8,2/24/2018,8
40.72928205,-73.98561981,2/24/2018,adult,female,afternoon,2,2/24/2018,8
40.8432085,-73.93820196,2/24/2018,any,diverse,afternoon,17,2/24/2018,8
40.63281743,-73.97281094,2/24/2018,any,diverse,afternoon,9,2/24/2018,8
40.83888383,-73.94562187,2/24/2018,middle_age,female,morning,9,2/24/2018,8
40.81215334,-73.92639253,2/24/2018,any,enby,night,9,2/24/2018,8
40.7778968,-73.98401701,2/24/2018,middle_age,male,night,26,2/24/2018,8
40.66778911,-73.90587161,2/24/2018,adult,male,night,18,2/24/2018,8
40.65553848,-73.88409879,2/24/2018,young_adult,female,night,2,2/24/2018,8
40.80550435,-73.91647725,2/24/2018,adult,male,night,8,2/24/2018,8
40.82256992,-73.91130717,2/24/2018,teen,female,night,9,2/24/2018,8
40.63213176,-73.8877026,2/24/2018,middle_age,female,night,8,2/24/2018,8
40.8011168,-73.95253345,2/24/2018,any,enby,night,3,2/24/2018,8
40.75310707,-73.90891282,2/24/2018,adult,female,night,23,2/24/2018,8
40.61883577,-74.02586789,2/24/2018,adult,female,night,17,2/24/2018,8
40.61366825,-74.07833315,2/24/2018,any,diverse,night,17,2/24/2018,8
40.87016298,-73.90422927,2/24/2018,middle_age,male,night,2,2/24/2018,8
40.82210837,-73.86315274,2/24/2018,teen,male,night,17,2/24/2018,8
40.86877409,-73.82291257,2/24/2018,young_adult,male,night,17,2/24/2018,8
40.67885466,-73.83040759,2/24/2018,adult,male,night,18,2/24/2018,8
40.71662103,-73.99100832,2/24/2018,any,enby,night,9,2/24/2018,8
40.84416443,-73.88537851,2/24/2018,adult,female,night,17,2/24/2018,8
40.82322307,-73.88901688,2/24/2018,any,male,evening,8,2/24/2018,8
40.81988562,-73.901227,2/24/2018,adult,female,evening,2,2/24/2018,8
40.85167868,-73.86678249,2/24/2018,adult,female,evening,2,2/24/2018,8
40.58577846,-73.93037193,2/24/2018,adult,female,evening,17,2/24/2018,8
40.73503562,-73.99123677,2/24/2018,any,diverse,evening,9,2/24/2018,8
40.81070267,-73.91621425,2/24/2018,any,enby,evening,9,2/24/2018,8
40.6173251,-74.0771704,2/24/2018,any,enby,evening,9,2/24/2018,8
40.79578014,-73.96540193,2/24/2018,adult,female,evening,3,2/24/2018,8
40.83007333,-73.87761207,2/24/2018,adult,female,evening,18,2/24/2018,8
40.67371073,-73.93065866,2/24/2018,adult,female,evening,20,2/24/2018,8
40.67744384,-73.95274405,2/24/2018,young_adult,female,evening,2,2/24/2018,8
40.59247876,-73.79969735,2/24/2018,any,enby,evening,20,2/24/2018,8
40.7435062,-73.85550472,2/24/2018,adult,female,evening,18,2/24/2018,8
40.67935291,-74.00171037,2/24/2018,adult,male,evening,9,2/24/2018,8
40.80407008,-73.95241937,2/24/2018,any,enby,evening,17,2/24/2018,8
40.83012848,-73.91442278,2/24/2018,adult,female,evening,12,2/24/2018,8
40.81703327,-73.89741612,2/24/2018,teen,male,evening,2,2/24/2018,8
40.68075064,-73.87240588,2/24/2018,adult,male,evening,17,2/24/2018,8
40.84858284,-73.90267718,2/24/2018,adult,female,evening,17,2/24/2018,8
40.82266445,-73.93844144,2/24/2018,any,enby,evening,21,2/24/2018,8
40.74985486,-74.00141624,2/24/2018,any,enby,evening,9,2/24/2018,8
40.69401353,-73.97874332,2/24/2018,young_adult,female,evening,8,2/24/2018,8
40.86322307,-73.89041071,2/24/2018,any,male,night,9,2/24/2018,8
40.80274278,-73.93757131,2/24/2018,middle_age,male,evening,8,2/24/2018,8
40.65208678,-73.84343155,2/24/2018,middle_age,female,evening,9,2/24/2018,8
40.77916767,-73.95374064,2/24/2018,old,male,evening,9,2/24/2018,8
40.71303813,-73.96036238,2/24/2018,young_adult,female,evening,17,2/24/2018,8
40.7309349,-73.99045074,2/24/2018,any,enby,evening,8,2/24/2018,8
40.68236124,-73.86943547,2/24/2018,old,female,evening,17,2/24/2018,8
40.82997001,-73.87854093,2/24/2018,middle_age,male,afternoon,17,2/24/2018,8
40.70984183,-73.87182718,2/24/2018,young_adult,male,afternoon,26,2/24/2018,8
40.82742532,-73.93622205,2/24/2018,young_adult,male,afternoon,2,2/24/2018,8
40.85272042,-73.89784545,2/24/2018,young_adult,male,afternoon,2,2/24/2018,8
